video_number,video_url,author,comment,likes,published_time,comment_length,case_folding,text_cleaning,normalized_text,tokens,stopwords_removed,stemmed,clean_comment,cluster
7,https://www.youtube.com/watch?v=dePCXPtZydE,@BobitRicardo,"Dulu udh pernah pakai claude utk ngoding. Krna gw pengen punya aplikasi android buat bisnis gw, iseng2 aja atau buat tahu rancangan aplikasi nya dulu lah. Itu sekitar 9 bulanan yg lalu.Dia masih sering salah, dan banyak kode error, yg maksa harus ulang bangun dr awal. Karena gw capek, gw ga terusin aplikasi nya makanya gw ga pernah pakai lagi. Cuma yg gw tahu saat itu ga ada yg ngalahin claude utk ngoding aplikasi bahkan untuk web. Saat ini gw pakai gemini pro. Kombinasi nano banana, google veo, gemini tts, gemini 3.1, dan notebook llm udh kombinasi gila sih. Gw bisa minta pendapat, minta rangkumin file, minta generate video, generate gambar semua nya all in 1 place. Memang lemahnya gemini adalah respon nya. Suka salah dan harus di koreksi berkali-kali. Dalam 1 percakapan ketika udh masuk ke substansi nya dia malah bisa error di bagian judul, dan harus ngasih tahu dari awal lagi.",6,2 bulan yang lalu,892,"dulu udh pernah pakai claude utk ngoding. krna gw pengen punya aplikasi android buat bisnis gw, iseng2 aja atau buat tahu rancangan aplikasi nya dulu lah. itu sekitar 9 bulanan yg lalu.dia masih sering salah, dan banyak kode error, yg maksa harus ulang bangun dr awal. karena gw capek, gw ga terusin aplikasi nya makanya gw ga pernah pakai lagi. cuma yg gw tahu saat itu ga ada yg ngalahin claude utk ngoding aplikasi bahkan untuk web. saat ini gw pakai gemini pro. kombinasi nano banana, google veo, gemini tts, gemini 3.1, dan notebook llm udh kombinasi gila sih. gw bisa minta pendapat, minta rangkumin file, minta generate video, generate gambar semua nya all in 1 place. memang lemahnya gemini adalah respon nya. suka salah dan harus di koreksi berkali-kali. dalam 1 percakapan ketika udh masuk ke substansi nya dia malah bisa error di bagian judul, dan harus ngasih tahu dari awal lagi.",dulu udh pernah pakai claude utk ngoding krna gw pengen punya aplikasi android buat bisnis gw iseng aja atau buat tahu rancangan aplikasi nya dulu lah itu sekitar bulanan yg laludia masih sering salah dan banyak kode error yg maksa harus ulang bangun dr awal karena gw capek gw ga terusin aplikasi nya makanya gw ga pernah pakai lagi cuma yg gw tahu saat itu ga ada yg ngalahin claude utk ngoding aplikasi bahkan untuk web saat ini gw pakai gemini pro kombinasi nano banana google veo gemini tts gemini dan notebook llm udh kombinasi gila sih gw bisa minta pendapat minta rangkumin file minta generate video generate gambar semua nya all in place memang lemahnya gemini adalah respon nya suka salah dan harus di koreksi berkalikali dalam percakapan ketika udh masuk ke substansi nya dia malah bisa error di bagian judul dan harus ngasih tahu dari awal lagi,dulu sudah pernah pakai claude untuk ngoding krna gw pengen punya aplikasi android buat bisnis gw iseng aja atau buat tahu rancangan aplikasi nya dulu lah itu sekitar bulanan yg laludia masih sering salah dan banyak kode error yg maksa harus ulang bangun dari awal karena gw capek gw ga terusin aplikasi nya makanya gw ga pernah pakai lagi cuma yg gw tahu saat itu ga ada yg ngalahin claude untuk ngoding aplikasi bahkan untuk web saat ini gw pakai gemini pro kombinasi nano banana google veo gemini tts gemini dan notebook llm sudah kombinasi gila sih gw bisa minta pendapat minta rangkumin file minta generate video generate gambar semua nya all in place memang lemahnya gemini adalah respon nya suka salah dan harus di koreksi berkalikali dalam percakapan ketika sudah masuk ke substansi nya dia malah bisa error di bagian judul dan harus ngasih tahu dari awal lagi,"['dulu', 'sudah', 'pernah', 'pakai', 'claude', 'untuk', 'ngoding', 'krna', 'gw', 'pengen', 'punya', 'aplikasi', 'android', 'buat', 'bisnis', 'gw', 'iseng', 'aja', 'atau', 'buat', 'tahu', 'rancangan', 'aplikasi', 'nya', 'dulu', 'lah', 'itu', 'sekitar', 'bulanan', 'yg', 'laludia', 'masih', 'sering', 'salah', 'dan', 'banyak', 'kode', 'error', 'yg', 'maksa', 'harus', 'ulang', 'bangun', 'dari', 'awal', 'karena', 'gw', 'capek', 'gw', 'ga', 'terusin', 'aplikasi', 'nya', 'makanya', 'gw', 'ga', 'pernah', 'pakai', 'lagi', 'cuma', 'yg', 'gw', 'tahu', 'saat', 'itu', 'ga', 'ada', 'yg', 'ngalahin', 'claude', 'untuk', 'ngoding', 'aplikasi', 'bahkan', 'untuk', 'web', 'saat', 'ini', 'gw', 'pakai', 'gemini', 'pro', 'kombinasi', 'nano', 'banana', 'google', 'veo', 'gemini', 'tts', 'gemini', 'dan', 'notebook', 'llm', 'sudah', 'kombinasi', 'gila', 'sih', 'gw', 'bisa', 'minta', 'pendapat', 'minta', 'rangkumin', 'file', 'minta', 'generate', 'video', 'generate', 'gambar', 'semua', 'nya', 'all', 'in', 'place', 'memang', 'lemahnya', 'gemini', 'adalah', 'respon', 'nya', 'suka', 'salah', 'dan', 'harus', 'di', 'koreksi', 'berkalikali', 'dalam', 'percakapan', 'ketika', 'sudah', 'masuk', 'ke', 'substansi', 'nya', 'dia', 'malah', 'bisa', 'error', 'di', 'bagian', 'judul', 'dan', 'harus', 'ngasih', 'tahu', 'dari', 'awal', 'lagi']","['pakai', 'claude', 'ngoding', 'krna', 'pengen', 'aplikasi', 'android', 'bisnis', 'iseng', 'rancangan', 'aplikasi', 'bulanan', 'laludia', 'salah', 'kode', 'error', 'maksa', 'ulang', 'bangun', 'capek', 'terusin', 'aplikasi', 'pakai', 'ngalahin', 'claude', 'ngoding', 'aplikasi', 'web', 'pakai', 'gemini', 'pro', 'kombinasi', 'nano', 'banana', 'google', 'veo', 'gemini', 'tts', 'gemini', 'notebook', 'llm', 'kombinasi', 'gila', 'pendapat', 'rangkumin', 'file', 'generate', 'video', 'generate', 'gambar', 'all', 'in', 'place', 'lemahnya', 'gemini', 'respon', 'suka', 'salah', 'koreksi', 'berkalikali', 'percakapan', 'masuk', 'substansi', 'error', 'judul', 'ngasih']","['pakai', 'claude', 'ngoding', 'krna', 'ken', 'aplikasi', 'android', 'bisnis', 'iseng', 'rancang', 'aplikasi', 'bulan', 'laludia', 'salah', 'kode', 'error', 'maksa', 'ulang', 'bangun', 'capek', 'terusin', 'aplikasi', 'pakai', 'ngalahin', 'claude', 'ngoding', 'aplikasi', 'web', 'pakai', 'gemini', 'pro', 'kombinasi', 'nano', 'banana', 'google', 'veo', 'gemini', 'tts', 'gemini', 'notebook', 'llm', 'kombinasi', 'gila', 'dapat', 'rangkumin', 'file', 'generate', 'video', 'generate', 'gambar', 'all', 'in', 'place', 'lemah', 'gemini', 'respon', 'suka', 'salah', 'koreksi', 'berkalikali', 'cakap', 'masuk', 'substansi', 'error', 'judul', 'ngasih']",pakai claude ngoding krna ken aplikasi android bisnis iseng rancang aplikasi bulan laludia salah kode error maksa ulang bangun capek terusin aplikasi pakai ngalahin claude ngoding aplikasi web pakai gemini pro kombinasi nano banana google veo gemini tts gemini notebook llm kombinasi gila dapat rangkumin file generate video generate gambar all in place lemah gemini respon suka salah koreksi berkalikali cakap masuk substansi error judul ngasih,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@autonomos1103,🤣 as infra gw ngakak lihat komen kalian AI pintar by data ketika user bodoh AI ikut bodoh bukan claim sepihak,0,2 bulan yang lalu,109,🤣 as infra gw ngakak lihat komen kalian ai pintar by data ketika user bodoh ai ikut bodoh bukan claim sepihak,as infra gw ngakak lihat komen kalian ai pintar by data ketika user bodoh ai ikut bodoh bukan claim sepihak,as infra gw ngakak lihat komen kalian ai pintar by data ketika user bodoh ai ikut bodoh bukan claim sepihak,"['as', 'infra', 'gw', 'ngakak', 'lihat', 'komen', 'kalian', 'ai', 'pintar', 'by', 'data', 'ketika', 'user', 'bodoh', 'ai', 'ikut', 'bodoh', 'bukan', 'claim', 'sepihak']","['as', 'infra', 'ngakak', 'lihat', 'komen', 'ai', 'pintar', 'by', 'data', 'user', 'bodoh', 'ai', 'bodoh', 'claim']","['as', 'infra', 'ngakak', 'lihat', 'komen', 'ai', 'pintar', 'by', 'data', 'user', 'bodoh', 'ai', 'bodoh', 'claim']",as infra ngakak lihat komen ai pintar by data user bodoh ai bodoh claim,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@Jimmy_Yohanes,co pilot keren bangeeeeeeeet,0,2 bulan yang lalu,28,co pilot keren bangeeeeeeeet,co pilot keren banget,co pilot keren banget,"['co', 'pilot', 'keren', 'banget']","['co', 'pilot', 'keren', 'banget']","['co', 'pilot', 'keren', 'banget']",co pilot keren banget,0
7,https://www.youtube.com/watch?v=dePCXPtZydE,@username-afm,"Pertama kali make Claude, ternyata ada beberapa hal dari jawabannya muncul yang sebelumnya belum saya terpikirkan. Beneran berasa lagi belajar ama expert wkwk",62,2 bulan yang lalu,158,"pertama kali make claude, ternyata ada beberapa hal dari jawabannya muncul yang sebelumnya belum saya terpikirkan. beneran berasa lagi belajar ama expert wkwk",pertama kali make claude ternyata ada beberapa hal dari jawabannya muncul yang sebelumnya belum saya terpikirkan beneran berasa lagi belajar ama expert wkwk,pertama kali make claude ternyata ada beberapa hal dari jawabannya muncul yang sebelumnya belum saya terpikirkan beneran berasa lagi belajar ama expert wkwk,"['pertama', 'kali', 'make', 'claude', 'ternyata', 'ada', 'beberapa', 'hal', 'dari', 'jawabannya', 'muncul', 'yang', 'sebelumnya', 'belum', 'saya', 'terpikirkan', 'beneran', 'berasa', 'lagi', 'belajar', 'ama', 'expert', 'wkwk']","['kali', 'make', 'claude', 'jawabannya', 'muncul', 'terpikirkan', 'beneran', 'berasa', 'belajar', 'ama', 'expert']","['kali', 'make', 'claude', 'jawab', 'muncul', 'pikir', 'beneran', 'asa', 'ajar', 'ama', 'expert']",kali make claude jawab muncul pikir beneran asa ajar ama expert,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@cuan.dijital,"saya pake claude buat bikin landing page html sederhana, copywriting, bikin ebook pdf, bikin template excel dll buat dijual jadi produk digital

langganan yg max $100/bulan

insyaAllah worth it

daripada kena limit mulu",11,2 bulan yang lalu,219,"saya pake claude buat bikin landing page html sederhana, copywriting, bikin ebook pdf, bikin template excel dll buat dijual jadi produk digital

langganan yg max $100/bulan

insyaallah worth it

daripada kena limit mulu",saya pake claude buat bikin landing page html sederhana copywriting bikin ebook pdf bikin template excel dll buat dijual jadi produk digital langganan yg max bulan insyaallah worth it daripada kena limit mulu,saya pakai claude buat bikin landing page html sederhana copywriting bikin ebook pdf bikin template excel dll buat dijual jadi produk digital langganan yg max bulan insyaallah worth it daripada kena limit mulu,"['saya', 'pakai', 'claude', 'buat', 'bikin', 'landing', 'page', 'html', 'sederhana', 'copywriting', 'bikin', 'ebook', 'pdf', 'bikin', 'template', 'excel', 'dll', 'buat', 'dijual', 'jadi', 'produk', 'digital', 'langganan', 'yg', 'max', 'bulan', 'insyaallah', 'worth', 'it', 'daripada', 'kena', 'limit', 'mulu']","['pakai', 'claude', 'bikin', 'landing', 'page', 'html', 'sederhana', 'copywriting', 'bikin', 'ebook', 'pdf', 'bikin', 'template', 'excel', 'dijual', 'produk', 'digital', 'langganan', 'max', 'insyaallah', 'worth', 'it', 'kena', 'limit', 'mulu']","['pakai', 'claude', 'bikin', 'landing', 'page', 'html', 'sederhana', 'copywriting', 'bikin', 'ebook', 'pdf', 'bikin', 'template', 'excel', 'jual', 'produk', 'digital', 'langgan', 'max', 'insyaallah', 'worth', 'it', 'kena', 'limit', 'mulu']",pakai claude bikin landing page html sederhana copywriting bikin ebook pdf bikin template excel jual produk digital langgan max insyaallah worth it kena limit mulu,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@NAW32Nicoisme,token jadi cepet habis😀,0,2 bulan yang lalu,23,token jadi cepet habis😀,token jadi cepet habis,token jadi cepet habis,"['token', 'jadi', 'cepet', 'habis']","['token', 'cepet', 'habis']","['token', 'cepet', 'habis']",token cepet habis,0
7,https://www.youtube.com/watch?v=dePCXPtZydE,@nayakato24,"gw uda langganan GPT dan gemini dan coba fitur nya untuk kerjaan ngoding, dan akhir nya gw pilih gemini karena dapat banyak kelebihannya dan banyak integrasi ke aplikasi. tapi setelah nyoba versi gratis claude  se keren itu, hasil nya diluar nurul. tapi timbul kebimbangan. Harga mahal, cepat kena limit .",5,2 bulan yang lalu,305,"gw uda langganan gpt dan gemini dan coba fitur nya untuk kerjaan ngoding, dan akhir nya gw pilih gemini karena dapat banyak kelebihannya dan banyak integrasi ke aplikasi. tapi setelah nyoba versi gratis claude  se keren itu, hasil nya diluar nurul. tapi timbul kebimbangan. harga mahal, cepat kena limit .",gw uda langganan gpt dan gemini dan coba fitur nya untuk kerjaan ngoding dan akhir nya gw pilih gemini karena dapat banyak kelebihannya dan banyak integrasi ke aplikasi tapi setelah nyoba versi gratis claude se keren itu hasil nya diluar nurul tapi timbul kebimbangan harga mahal cepat kena limit,gw uda langganan gpt dan gemini dan coba fitur nya untuk kerjaan ngoding dan akhir nya gw pilih gemini karena dapat banyak kelebihannya dan banyak integrasi ke aplikasi tapi setelah nyoba versi gratis claude se keren itu hasil nya diluar nurul tapi timbul kebimbangan harga mahal cepat kena limit,"['gw', 'uda', 'langganan', 'gpt', 'dan', 'gemini', 'dan', 'coba', 'fitur', 'nya', 'untuk', 'kerjaan', 'ngoding', 'dan', 'akhir', 'nya', 'gw', 'pilih', 'gemini', 'karena', 'dapat', 'banyak', 'kelebihannya', 'dan', 'banyak', 'integrasi', 'ke', 'aplikasi', 'tapi', 'setelah', 'nyoba', 'versi', 'gratis', 'claude', 'se', 'keren', 'itu', 'hasil', 'nya', 'diluar', 'nurul', 'tapi', 'timbul', 'kebimbangan', 'harga', 'mahal', 'cepat', 'kena', 'limit']","['uda', 'langganan', 'gpt', 'gemini', 'coba', 'fitur', 'kerjaan', 'ngoding', 'pilih', 'gemini', 'kelebihannya', 'integrasi', 'aplikasi', 'nyoba', 'versi', 'gratis', 'claude', 'keren', 'hasil', 'diluar', 'nurul', 'timbul', 'kebimbangan', 'harga', 'mahal', 'cepat', 'kena', 'limit']","['uda', 'langgan', 'gpt', 'gemini', 'coba', 'fitur', 'kerja', 'ngoding', 'pilih', 'gemini', 'lebih', 'integrasi', 'aplikasi', 'nyoba', 'versi', 'gratis', 'claude', 'keren', 'hasil', 'luar', 'nurul', 'timbul', 'bimbang', 'harga', 'mahal', 'cepat', 'kena', 'limit']",uda langgan gpt gemini coba fitur kerja ngoding pilih gemini lebih integrasi aplikasi nyoba versi gratis claude keren hasil luar nurul timbul bimbang harga mahal cepat kena limit,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@simplifyid,"Chat gpt yg 5,3-5.4 still the best sih in my opinion ya. Memang weakness nya kalau thread sdh terlalu panjang it sometimes tend to forget some of the context n details",2,2 bulan yang lalu (diedit),167,"chat gpt yg 5,3-5.4 still the best sih in my opinion ya. memang weakness nya kalau thread sdh terlalu panjang it sometimes tend to forget some of the context n details",chat gpt yg still the best sih in my opinion ya memang weakness nya kalau thread sdh terlalu panjang it sometimes tend to forget some of the context n details,chat gpt yg still the best sih in my opinion ya memang weakness nya kalau thread sdh terlalu panjang it sometimes tend to forget some of the context n details,"['chat', 'gpt', 'yg', 'still', 'the', 'best', 'sih', 'in', 'my', 'opinion', 'ya', 'memang', 'weakness', 'nya', 'kalau', 'thread', 'sdh', 'terlalu', 'panjang', 'it', 'sometimes', 'tend', 'to', 'forget', 'some', 'of', 'the', 'context', 'n', 'details']","['chat', 'gpt', 'still', 'the', 'best', 'in', 'my', 'opinion', 'weakness', 'thread', 'sdh', 'it', 'sometimes', 'tend', 'to', 'forget', 'some', 'of', 'the', 'context', 'n', 'details']","['chat', 'gpt', 'still', 'the', 'best', 'in', 'my', 'opinion', 'weakness', 'thread', 'sdh', 'it', 'sometimes', 'tend', 'to', 'forget', 'some', 'of', 'the', 'context', 'n', 'details']",chat gpt still the best in my opinion weakness thread sdh it sometimes tend to forget some of the context n details,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@unexpectedlife-u4r,Gemini skrg sering error timeout retry,2,2 bulan yang lalu,38,gemini skrg sering error timeout retry,gemini skrg sering error timeout retry,gemini skrg sering error timeout retry,"['gemini', 'skrg', 'sering', 'error', 'timeout', 'retry']","['gemini', 'skrg', 'error', 'timeout', 'retry']","['gemini', 'skrg', 'error', 'timeout', 'retry']",gemini skrg error timeout retry,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@BuahEdukasi,FIRST!! ONE MILLION SUBSCRIBERS!!,0,2 bulan yang lalu,33,first!! one million subscribers!!,first one million subscribers,first one million subscribers,"['first', 'one', 'million', 'subscribers']","['first', 'one', 'million', 'subscribers']","['first', 'one', 'million', 'subscribers']",first one million subscribers,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@tahyo777,akhirnya ada yg bahas d indo,1,2 bulan yang lalu,28,akhirnya ada yg bahas d indo,akhirnya ada yg bahas d indo,akhirnya ada yg bahas d indo,"['akhirnya', 'ada', 'yg', 'bahas', 'd', 'indo']","['bahas', 'd', 'indo']","['bahas', 'd', 'indo']",bahas d indo,2
7,https://www.youtube.com/watch?v=dePCXPtZydE,@andamanskill,Dola mana dola,0,2 bulan yang lalu,14,dola mana dola,dola mana dola,dola mana dola,"['dola', 'mana', 'dola']","['dola', 'dola']","['dola', 'dola']",dola dola,0
7,https://www.youtube.com/watch?v=dePCXPtZydE,@pamuji_alfaruq,"sekarang free ceepet banget kena limit, buat web apps script jadi mesti beberaapa hari baru kelar",1,2 bulan yang lalu,97,"sekarang free ceepet banget kena limit, buat web apps script jadi mesti beberaapa hari baru kelar",sekarang free ceepet banget kena limit buat web apps script jadi mesti beberaapa hari baru kelar,sekarang free ceepet banget kena limit buat web apps script jadi mesti beberaapa hari baru kelar,"['sekarang', 'free', 'ceepet', 'banget', 'kena', 'limit', 'buat', 'web', 'apps', 'script', 'jadi', 'mesti', 'beberaapa', 'hari', 'baru', 'kelar']","['free', 'ceepet', 'banget', 'kena', 'limit', 'web', 'apps', 'script', 'mesti', 'beberaapa', 'kelar']","['free', 'ceepet', 'banget', 'kena', 'limit', 'web', 'apps', 'script', 'mesti', 'beberaapa', 'kelar']",free ceepet banget kena limit web apps script mesti beberaapa kelar,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@zahra-ignazzahranaz2201,"Pure based on pengalaman gw, pakai chatGPT itu kayak ngobrol sama temen pinter, tapi ya temen gimana sih, ada ngalor ngidulnya, salah2 minta petunjuk yang ada malah makin anxious/overwhelmed instead of clarity. Setelah pindah pakai Claude AI, berasanya malah kerja sama orang yang expert, logis dan terstruktur. Kalau dikasih tau dia cepet memperbaiki dirinya dan gak balik ke pattern lama. Sementara ChatGPT tuh kadang kalo dikasih tau sesuatu itu bukan maksud kita, kadang suka bebel. Emang dari sisi harga lebih mahal sih, tp so far useful banget. Dan project-project jadi terarah dan progresnya juga ril. Two cents pengalaman aku pakai ChatGPT vs Claude AI yang sangat-sangat personal.",248,2 bulan yang lalu,689,"pure based on pengalaman gw, pakai chatgpt itu kayak ngobrol sama temen pinter, tapi ya temen gimana sih, ada ngalor ngidulnya, salah2 minta petunjuk yang ada malah makin anxious/overwhelmed instead of clarity. setelah pindah pakai claude ai, berasanya malah kerja sama orang yang expert, logis dan terstruktur. kalau dikasih tau dia cepet memperbaiki dirinya dan gak balik ke pattern lama. sementara chatgpt tuh kadang kalo dikasih tau sesuatu itu bukan maksud kita, kadang suka bebel. emang dari sisi harga lebih mahal sih, tp so far useful banget. dan project-project jadi terarah dan progresnya juga ril. two cents pengalaman aku pakai chatgpt vs claude ai yang sangat-sangat personal.",pure based on pengalaman gw pakai chatgpt itu kayak ngobrol sama temen pinter tapi ya temen gimana sih ada ngalor ngidulnya salah minta petunjuk yang ada malah makin anxiousoverwhelmed instead of clarity setelah pindah pakai claude ai berasanya malah kerja sama orang yang expert logis dan terstruktur kalau dikasih tau dia cepet memperbaiki dirinya dan gak balik ke pattern lama sementara chatgpt tuh kadang kalo dikasih tau sesuatu itu bukan maksud kita kadang suka bebel emang dari sisi harga lebih mahal sih tp so far useful banget dan projectproject jadi terarah dan progresnya juga ril two cents pengalaman aku pakai chatgpt vs claude ai yang sangatsangat personal,pure based on pengalaman gw pakai chatgpt itu kayak ngobrol sama temen pinter tapi ya temen gimana sih ada ngalor ngidulnya salah minta petunjuk yang ada malah makin anxiousoverwhelmed instead of clarity setelah pindah pakai claude ai berasanya malah kerja sama orang yang expert logis dan terstruktur kalau dikasih tau dia cepet memperbaiki dirinya dan gak balik ke pattern lama sementara chatgpt tuh kadang kalo dikasih tau sesuatu itu bukan maksud kita kadang suka bebel emang dari sisi harga lebih mahal sih tp so far useful banget dan projectproject jadi terarah dan progresnya juga ril two cents pengalaman aku pakai chatgpt vs claude ai yang sangatsangat personal,"['pure', 'based', 'on', 'pengalaman', 'gw', 'pakai', 'chatgpt', 'itu', 'kayak', 'ngobrol', 'sama', 'temen', 'pinter', 'tapi', 'ya', 'temen', 'gimana', 'sih', 'ada', 'ngalor', 'ngidulnya', 'salah', 'minta', 'petunjuk', 'yang', 'ada', 'malah', 'makin', 'anxiousoverwhelmed', 'instead', 'of', 'clarity', 'setelah', 'pindah', 'pakai', 'claude', 'ai', 'berasanya', 'malah', 'kerja', 'sama', 'orang', 'yang', 'expert', 'logis', 'dan', 'terstruktur', 'kalau', 'dikasih', 'tau', 'dia', 'cepet', 'memperbaiki', 'dirinya', 'dan', 'gak', 'balik', 'ke', 'pattern', 'lama', 'sementara', 'chatgpt', 'tuh', 'kadang', 'kalo', 'dikasih', 'tau', 'sesuatu', 'itu', 'bukan', 'maksud', 'kita', 'kadang', 'suka', 'bebel', 'emang', 'dari', 'sisi', 'harga', 'lebih', 'mahal', 'sih', 'tp', 'so', 'far', 'useful', 'banget', 'dan', 'projectproject', 'jadi', 'terarah', 'dan', 'progresnya', 'juga', 'ril', 'two', 'cents', 'pengalaman', 'aku', 'pakai', 'chatgpt', 'vs', 'claude', 'ai', 'yang', 'sangatsangat', 'personal']","['pure', 'based', 'on', 'pengalaman', 'pakai', 'chatgpt', 'kayak', 'ngobrol', 'temen', 'pinter', 'temen', 'gimana', 'ngalor', 'ngidulnya', 'salah', 'petunjuk', 'anxiousoverwhelmed', 'instead', 'of', 'clarity', 'pindah', 'pakai', 'claude', 'ai', 'berasanya', 'kerja', 'orang', 'expert', 'logis', 'terstruktur', 'dikasih', 'tau', 'cepet', 'memperbaiki', 'pattern', 'chatgpt', 'kadang', 'dikasih', 'tau', 'maksud', 'kadang', 'suka', 'bebel', 'emang', 'sisi', 'harga', 'mahal', 'so', 'far', 'useful', 'banget', 'projectproject', 'terarah', 'progresnya', 'ril', 'two', 'cents', 'pengalaman', 'pakai', 'chatgpt', 'vs', 'claude', 'ai', 'sangatsangat', 'personal']","['pure', 'based', 'on', 'alam', 'pakai', 'chatgpt', 'kayak', 'ngobrol', 'temen', 'pinter', 'temen', 'gimana', 'ngalor', 'ngidulnya', 'salah', 'tunjuk', 'anxiousoverwhelmed', 'instead', 'of', 'clarity', 'pindah', 'pakai', 'claude', 'ai', 'asa', 'kerja', 'orang', 'expert', 'logis', 'struktur', 'kasih', 'tau', 'cepet', 'baik', 'pattern', 'chatgpt', 'kadang', 'kasih', 'tau', 'maksud', 'kadang', 'suka', 'bebel', 'emang', 'sisi', 'harga', 'mahal', 'so', 'far', 'useful', 'banget', 'projectproject', 'arah', 'progres', 'ril', 'two', 'cents', 'alam', 'pakai', 'chatgpt', 'vs', 'claude', 'ai', 'sangatsangat', 'personal']",pure based on alam pakai chatgpt kayak ngobrol temen pinter temen gimana ngalor ngidulnya salah tunjuk anxiousoverwhelmed instead of clarity pindah pakai claude ai asa kerja orang expert logis struktur kasih tau cepet baik pattern chatgpt kadang kasih tau maksud kadang suka bebel emang sisi harga mahal so far useful banget projectproject arah progres ril two cents alam pakai chatgpt vs claude ai sangatsangat personal,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@michaelevanojunior,"Thanks, GBU!",0,2 bulan yang lalu,12,"thanks, gbu!",thanks gbu,thanks gbu,"['thanks', 'gbu']","['thanks', 'gbu']","['thanks', 'gbu']",thanks gbu,0
7,https://www.youtube.com/watch?v=dePCXPtZydE,@samueladitya4726,"sama bang, gabisa autentikasi no hp",0,2 bulan yang lalu,35,"sama bang, gabisa autentikasi no hp",sama bang gabisa autentikasi no hp,sama bang gabisa autentikasi no hp,"['sama', 'bang', 'gabisa', 'autentikasi', 'no', 'hp']","['gabisa', 'autentikasi', 'no', 'hp']","['gabisa', 'autentikasi', 'no', 'hp']",gabisa autentikasi no hp,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@ZeLinkUniverse,"sama, sampah verifikasi nya dianggap nomor tidak valid, padahal nomor udah 10 tahun lebih..",0,2 bulan yang lalu,91,"sama, sampah verifikasi nya dianggap nomor tidak valid, padahal nomor udah 10 tahun lebih..",sama sampah verifikasi nya dianggap nomor tidak valid padahal nomor udah tahun lebih,sama sampah verifikasi nya dianggap nomor tidak valid padahal nomor udah tahun lebih,"['sama', 'sampah', 'verifikasi', 'nya', 'dianggap', 'nomor', 'tidak', 'valid', 'padahal', 'nomor', 'udah', 'tahun', 'lebih']","['sampah', 'verifikasi', 'dianggap', 'nomor', 'valid', 'nomor']","['sampah', 'verifikasi', 'anggap', 'nomor', 'valid', 'nomor']",sampah verifikasi anggap nomor valid nomor,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@heavenboycool, @ZeLinkUniverse  apa harus pake nomor US ?,0,2 bulan yang lalu,43, @zelinkuniverse  apa harus pake nomor us ?,apa harus pake nomor us,apa harus pakai nomor us,"['apa', 'harus', 'pakai', 'nomor', 'us']","['pakai', 'nomor', 'us']","['pakai', 'nomor', 'us']",pakai nomor us,0
7,https://www.youtube.com/watch?v=dePCXPtZydE,@mimerezone," @ZeLinkUniverse  iya bre sekarang verifikasi nya aneh banget, padahal gw mau daftar lagi pakek no ibu ma bapak gw, tapi gw udah punya 4 akun claude sih, AI paling gila sejauh ini, harus di peras terus sampai kering",0,2 bulan yang lalu,215," @zelinkuniverse  iya bre sekarang verifikasi nya aneh banget, padahal gw mau daftar lagi pakek no ibu ma bapak gw, tapi gw udah punya 4 akun claude sih, ai paling gila sejauh ini, harus di peras terus sampai kering",iya bre sekarang verifikasi nya aneh banget padahal gw mau daftar lagi pakek no ibu ma bapak gw tapi gw udah punya akun claude sih ai paling gila sejauh ini harus di peras terus sampai kering,iya bre sekarang verifikasi nya aneh banget padahal gw mau daftar lagi pakek no ibu ma bapak gw tapi gw udah punya akun claude sih ai paling gila sejauh ini harus di peras terus sampai kering,"['iya', 'bre', 'sekarang', 'verifikasi', 'nya', 'aneh', 'banget', 'padahal', 'gw', 'mau', 'daftar', 'lagi', 'pakek', 'no', 'ibu', 'ma', 'bapak', 'gw', 'tapi', 'gw', 'udah', 'punya', 'akun', 'claude', 'sih', 'ai', 'paling', 'gila', 'sejauh', 'ini', 'harus', 'di', 'peras', 'terus', 'sampai', 'kering']","['bre', 'verifikasi', 'aneh', 'banget', 'daftar', 'pakek', 'no', 'ma', 'akun', 'claude', 'ai', 'gila', 'peras', 'kering']","['bre', 'verifikasi', 'aneh', 'banget', 'daftar', 'pakek', 'no', 'ma', 'akun', 'claude', 'ai', 'gila', 'peras', 'kering']",bre verifikasi aneh banget daftar pakek no ma akun claude ai gila peras kering,1
