video_number,video_url,author,comment,likes,published_time,comment_length,case_folding,text_cleaning,normalized_text,tokens,stopwords_removed,stemmed,clean_comment,cluster
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@prayadewi,Yupsss bapa nya ini hebat. Nurun k anak anak nya,0,2 tahun yang lalu,48,yupsss bapa nya ini hebat. nurun k anak anak nya,yups bapa nya ini hebat nurun k anak anak nya,yups bapa nya ini hebat nurun k anak anak nya,"['yups', 'bapa', 'nya', 'ini', 'hebat', 'nurun', 'k', 'anak', 'anak', 'nya']","['yups', 'bapa', 'hebat', 'nurun', 'k', 'anak', 'anak']","['yups', 'bapa', 'hebat', 'nurun', 'k', 'anak', 'anak']",yups bapa hebat nurun k anak anak,0
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@erla012,"Pinternya buat bangun Indonesia bisa gak sekarang, apa hrs tggu pemilu tahun depan?",0,2 tahun yang lalu,83,"pinternya buat bangun indonesia bisa gak sekarang, apa hrs tggu pemilu tahun depan?",pinternya buat bangun indonesia bisa gak sekarang apa hrs tggu pemilu tahun depan,pinternya buat bangun indonesia bisa gak sekarang apa hrs tggu pemilu tahun depan,"['pinternya', 'buat', 'bangun', 'indonesia', 'bisa', 'gak', 'sekarang', 'apa', 'hrs', 'tggu', 'pemilu', 'tahun', 'depan']","['pinternya', 'bangun', 'indonesia', 'hrs', 'tggu', 'pemilu']","['pinternya', 'bangun', 'indonesia', 'hrs', 'tggu', 'milu']",pinternya bangun indonesia hrs tggu milu,2
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@orangbiasa728,"saya apreciate bgt visi para founder startup di masa2 awal perusahaan berjalan, visi mereka rerata ingin membantu masyarakat, negara dalam hal tertentu. Tapi setelah mereka besar, IPO visi mereka akan bergeser ke profit dan pertumbuhan perusahaan sndiri. Contohnya App ojol, mereka terapkan fee ini itu ke penggunanya agar perusahaan tidak buntung. Mudah2an tim ini bisa mengembangkan busines modelx agar perusahaan ttp untung tanpa memberatkan penggunax",1,2 tahun yang lalu (diedit),454,"saya apreciate bgt visi para founder startup di masa2 awal perusahaan berjalan, visi mereka rerata ingin membantu masyarakat, negara dalam hal tertentu. tapi setelah mereka besar, ipo visi mereka akan bergeser ke profit dan pertumbuhan perusahaan sndiri. contohnya app ojol, mereka terapkan fee ini itu ke penggunanya agar perusahaan tidak buntung. mudah2an tim ini bisa mengembangkan busines modelx agar perusahaan ttp untung tanpa memberatkan penggunax",saya apreciate bgt visi para founder startup di masa awal perusahaan berjalan visi mereka rerata ingin membantu masyarakat negara dalam hal tertentu tapi setelah mereka besar ipo visi mereka akan bergeser ke profit dan pertumbuhan perusahaan sndiri contohnya app ojol mereka terapkan fee ini itu ke penggunanya agar perusahaan tidak buntung mudah an tim ini bisa mengembangkan busines modelx agar perusahaan ttp untung tanpa memberatkan penggunax,saya apreciate banget visi para founder startup di masa awal perusahaan berjalan visi mereka rerata ingin membantu masyarakat negara dalam hal tertentu tapi setelah mereka besar ipo visi mereka akan bergeser ke profit dan pertumbuhan perusahaan sndiri contohnya app ojol mereka terapkan fee ini itu ke penggunanya agar perusahaan tidak buntung mudah an tim ini bisa mengembangkan busines modelx agar perusahaan ttp untung tanpa memberatkan penggunax,"['saya', 'apreciate', 'banget', 'visi', 'para', 'founder', 'startup', 'di', 'masa', 'awal', 'perusahaan', 'berjalan', 'visi', 'mereka', 'rerata', 'ingin', 'membantu', 'masyarakat', 'negara', 'dalam', 'hal', 'tertentu', 'tapi', 'setelah', 'mereka', 'besar', 'ipo', 'visi', 'mereka', 'akan', 'bergeser', 'ke', 'profit', 'dan', 'pertumbuhan', 'perusahaan', 'sndiri', 'contohnya', 'app', 'ojol', 'mereka', 'terapkan', 'fee', 'ini', 'itu', 'ke', 'penggunanya', 'agar', 'perusahaan', 'tidak', 'buntung', 'mudah', 'an', 'tim', 'ini', 'bisa', 'mengembangkan', 'busines', 'modelx', 'agar', 'perusahaan', 'ttp', 'untung', 'tanpa', 'memberatkan', 'penggunax']","['apreciate', 'banget', 'visi', 'founder', 'startup', 'perusahaan', 'berjalan', 'visi', 'rerata', 'membantu', 'masyarakat', 'negara', 'ipo', 'visi', 'bergeser', 'profit', 'pertumbuhan', 'perusahaan', 'sndiri', 'contohnya', 'app', 'ojol', 'terapkan', 'fee', 'penggunanya', 'perusahaan', 'buntung', 'mudah', 'an', 'tim', 'mengembangkan', 'busines', 'modelx', 'perusahaan', 'ttp', 'untung', 'memberatkan', 'penggunax']","['apreciate', 'banget', 'visi', 'founder', 'startup', 'usaha', 'jalan', 'visi', 'rerata', 'bantu', 'masyarakat', 'negara', 'ipo', 'visi', 'geser', 'profit', 'tumbuh', 'usaha', 'sndiri', 'contoh', 'app', 'ojol', 'terap', 'fee', 'guna', 'usaha', 'buntung', 'mudah', 'an', 'tim', 'kembang', 'busines', 'modelx', 'usaha', 'ttp', 'untung', 'berat', 'penggunax']",apreciate banget visi founder startup usaha jalan visi rerata bantu masyarakat negara ipo visi geser profit tumbuh usaha sndiri contoh app ojol terap fee guna usaha buntung mudah an tim kembang busines modelx usaha ttp untung berat penggunax,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@madebawa4595,"Ikut bangga, gaya bicara yg simpel, terstruktur, sy hampir gak percaya umur dia 20an th. Luar biasa salut, semoga dia mampu menularkan pola pikirnya keanak muda indonesia yg lain, jaya indonesia. 👍👍👍",63,2 tahun yang lalu,199,"ikut bangga, gaya bicara yg simpel, terstruktur, sy hampir gak percaya umur dia 20an th. luar biasa salut, semoga dia mampu menularkan pola pikirnya keanak muda indonesia yg lain, jaya indonesia. 👍👍👍",ikut bangga gaya bicara yg simpel terstruktur sy hampir gak percaya umur dia an th luar biasa salut semoga dia mampu menularkan pola pikirnya keanak muda indonesia yg lain jaya indonesia,ikut bangga gaya bicara yg simpel terstruktur sy hampir gak percaya umur dia an th luar biasa salut semoga dia mampu menularkan pola pikirnya keanak muda indonesia yg lain jaya indonesia,"['ikut', 'bangga', 'gaya', 'bicara', 'yg', 'simpel', 'terstruktur', 'sy', 'hampir', 'gak', 'percaya', 'umur', 'dia', 'an', 'th', 'luar', 'biasa', 'salut', 'semoga', 'dia', 'mampu', 'menularkan', 'pola', 'pikirnya', 'keanak', 'muda', 'indonesia', 'yg', 'lain', 'jaya', 'indonesia']","['bangga', 'gaya', 'bicara', 'simpel', 'terstruktur', 'percaya', 'umur', 'an', 'th', 'salut', 'semoga', 'menularkan', 'pola', 'pikirnya', 'keanak', 'muda', 'indonesia', 'jaya', 'indonesia']","['bangga', 'gaya', 'bicara', 'simpel', 'struktur', 'percaya', 'umur', 'an', 'th', 'salut', 'moga', 'tular', 'pola', 'pikir', 'anak', 'muda', 'indonesia', 'jaya', 'indonesia']",bangga gaya bicara simpel struktur percaya umur an th salut moga tular pola pikir anak muda indonesia jaya indonesia,2
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@metfarms6292,Msh muda,0,2 tahun yang lalu,8,msh muda,msh muda,msh muda,"['msh', 'muda']","['msh', 'muda']","['msh', 'muda']",msh muda,0
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@nuruladhom3162,"AI itu bodoh, tapi AI sendiri tidak menyadari dirinya bodoh, AI menjawab pertanyaan dengan confident seraya tidak tahu kebenaran jawaban. AI penuh dengan jawaban bias tergantung siapa yang menyediakan data untuk AI nya. Kesimpulannya harus bijak dalam menggunakannya.",0,2 tahun yang lalu,267,"ai itu bodoh, tapi ai sendiri tidak menyadari dirinya bodoh, ai menjawab pertanyaan dengan confident seraya tidak tahu kebenaran jawaban. ai penuh dengan jawaban bias tergantung siapa yang menyediakan data untuk ai nya. kesimpulannya harus bijak dalam menggunakannya.",ai itu bodoh tapi ai sendiri tidak menyadari dirinya bodoh ai menjawab pertanyaan dengan confident seraya tidak tahu kebenaran jawaban ai penuh dengan jawaban bias tergantung siapa yang menyediakan data untuk ai nya kesimpulannya harus bijak dalam menggunakannya,ai itu bodoh tapi ai sendiri tidak menyadari dirinya bodoh ai menjawab pertanyaan dengan confident seraya tidak tahu kebenaran jawaban ai penuh dengan jawaban bias tergantung siapa yang menyediakan data untuk ai nya kesimpulannya harus bijak dalam menggunakannya,"['ai', 'itu', 'bodoh', 'tapi', 'ai', 'sendiri', 'tidak', 'menyadari', 'dirinya', 'bodoh', 'ai', 'menjawab', 'pertanyaan', 'dengan', 'confident', 'seraya', 'tidak', 'tahu', 'kebenaran', 'jawaban', 'ai', 'penuh', 'dengan', 'jawaban', 'bias', 'tergantung', 'siapa', 'yang', 'menyediakan', 'data', 'untuk', 'ai', 'nya', 'kesimpulannya', 'harus', 'bijak', 'dalam', 'menggunakannya']","['ai', 'bodoh', 'ai', 'menyadari', 'bodoh', 'ai', 'confident', 'seraya', 'kebenaran', 'ai', 'penuh', 'bias', 'tergantung', 'menyediakan', 'data', 'ai', 'kesimpulannya', 'bijak', 'menggunakannya']","['ai', 'bodoh', 'ai', 'sadar', 'bodoh', 'ai', 'confident', 'seraya', 'benar', 'ai', 'penuh', 'bias', 'gantung', 'sedia', 'data', 'ai', 'simpul', 'bijak', 'guna']",ai bodoh ai sadar bodoh ai confident seraya benar ai penuh bias gantung sedia data ai simpul bijak guna,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@liesloox6473,"Welcome Davyn, be successful in your dreams.",1,2 tahun yang lalu,44,"welcome davyn, be successful in your dreams.",welcome davyn be successful in your dreams,welcome davyn be successful in your dreams,"['welcome', 'davyn', 'be', 'successful', 'in', 'your', 'dreams']","['welcome', 'be', 'successful', 'in', 'your', 'dreams']","['welcome', 'be', 'successful', 'in', 'your', 'dreams']",welcome be successful in your dreams,0
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@firamli777,Entah kenapa aku liat dia kayak pak Gita Wirjawan Muda.,1,2 tahun yang lalu,55,entah kenapa aku liat dia kayak pak gita wirjawan muda.,entah kenapa aku liat dia kayak pak gita wirjawan muda,entah kenapa aku liat dia kayak pak gita wirjawan muda,"['entah', 'kenapa', 'aku', 'liat', 'dia', 'kayak', 'pak', 'gita', 'wirjawan', 'muda']","['liat', 'kayak', 'gita', 'wirjawan', 'muda']","['liat', 'kayak', 'gita', 'wirjawan', 'muda']",liat kayak gita wirjawan muda,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@desirewilma9641,Semoga Davyn menjadi viral sehingga AI bs cepat dipahami di Indonesia❤❤,0,2 tahun yang lalu,71,semoga davyn menjadi viral sehingga ai bs cepat dipahami di indonesia❤❤,semoga davyn menjadi viral sehingga ai bs cepat dipahami di indonesia,semoga davyn menjadi viral sehingga ai bs cepat dipahami di indonesia,"['semoga', 'davyn', 'menjadi', 'viral', 'sehingga', 'ai', 'bs', 'cepat', 'dipahami', 'di', 'indonesia']","['semoga', 'viral', 'ai', 'bs', 'cepat', 'dipahami', 'indonesia']","['moga', 'viral', 'ai', 'bs', 'cepat', 'paham', 'indonesia']",moga viral ai bs cepat paham indonesia,2
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@yukihanashkila7945,inilah anak indonesia masa depan dari pada anak muda yang rame 2 pindah negara ke singapura dimana nasionalinye mereka ..........,0,2 tahun yang lalu,129,inilah anak indonesia masa depan dari pada anak muda yang rame 2 pindah negara ke singapura dimana nasionalinye mereka ..........,inilah anak indonesia masa depan dari pada anak muda yang rame pindah negara ke singapura dimana nasionalinye mereka,inilah anak indonesia masa depan dari pada anak muda yang rame pindah negara ke singapura dimana nasionalinye mereka,"['inilah', 'anak', 'indonesia', 'masa', 'depan', 'dari', 'pada', 'anak', 'muda', 'yang', 'rame', 'pindah', 'negara', 'ke', 'singapura', 'dimana', 'nasionalinye', 'mereka']","['anak', 'indonesia', 'anak', 'muda', 'rame', 'pindah', 'negara', 'singapura', 'dimana', 'nasionalinye']","['anak', 'indonesia', 'anak', 'muda', 'rame', 'pindah', 'negara', 'singapura', 'mana', 'nasionalinye']",anak indonesia anak muda rame pindah negara singapura mana nasionalinye,2
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@farchanakbarulpramana4pa519,Davyn ank santun dan nasionalisme smg TUHAN selalu membantumu dan memudahkan impian2 km terwujud..aamiin...,0,2 tahun yang lalu,107,davyn ank santun dan nasionalisme smg tuhan selalu membantumu dan memudahkan impian2 km terwujud..aamiin...,davyn ank santun dan nasionalisme smg tuhan selalu membantumu dan memudahkan impian km terwujudaamiin,davyn ank santun dan nasionalisme smg tuhan selalu membantumu dan memudahkan impian km terwujudaamiin,"['davyn', 'ank', 'santun', 'dan', 'nasionalisme', 'smg', 'tuhan', 'selalu', 'membantumu', 'dan', 'memudahkan', 'impian', 'km', 'terwujudaamiin']","['ank', 'santun', 'nasionalisme', 'smg', 'tuhan', 'membantumu', 'memudahkan', 'impian', 'km', 'terwujudaamiin']","['ank', 'santun', 'nasionalisme', 'smg', 'tuhan', 'bantu', 'mudah', 'impi', 'km', 'terwujudaamiin']",ank santun nasionalisme smg tuhan bantu mudah impi km terwujudaamiin,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@thitashine5097,"Beda ya cara bicara orang pinter,lembut,tegas, gesturnya sangat tenang dan sopan,keren banget❤",0,2 tahun yang lalu,94,"beda ya cara bicara orang pinter,lembut,tegas, gesturnya sangat tenang dan sopan,keren banget❤",beda ya cara bicara orang pinterlembuttegas gesturnya sangat tenang dan sopankeren banget,beda ya cara bicara orang pinterlembuttegas gesturnya sangat tenang dan sopankeren banget,"['beda', 'ya', 'cara', 'bicara', 'orang', 'pinterlembuttegas', 'gesturnya', 'sangat', 'tenang', 'dan', 'sopankeren', 'banget']","['beda', 'bicara', 'orang', 'pinterlembuttegas', 'gesturnya', 'tenang', 'sopankeren', 'banget']","['beda', 'bicara', 'orang', 'pinterlembuttegas', 'gesturnya', 'tenang', 'sopankeren', 'banget']",beda bicara orang pinterlembuttegas gesturnya tenang sopankeren banget,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@fxsecular9246,"Meniiru otak manusia, artinya mau menyaingi Allah.

Beberapa hadis mengatakan menyaingi dlm bentuk gambar dan patung hukumanya neraka.",0,2 tahun yang lalu,134,"meniiru otak manusia, artinya mau menyaingi allah.

beberapa hadis mengatakan menyaingi dlm bentuk gambar dan patung hukumanya neraka.",meniiru otak manusia artinya mau menyaingi allah beberapa hadis mengatakan menyaingi dlm bentuk gambar dan patung hukumanya neraka,meniiru otak manusia artinya mau menyaingi allah beberapa hadis mengatakan menyaingi dalam bentuk gambar dan patung hukumanya neraka,"['meniiru', 'otak', 'manusia', 'artinya', 'mau', 'menyaingi', 'allah', 'beberapa', 'hadis', 'mengatakan', 'menyaingi', 'dalam', 'bentuk', 'gambar', 'dan', 'patung', 'hukumanya', 'neraka']","['meniiru', 'otak', 'manusia', 'menyaingi', 'allah', 'hadis', 'menyaingi', 'bentuk', 'gambar', 'patung', 'hukumanya', 'neraka']","['meniiru', 'otak', 'manusia', 'saing', 'allah', 'hadis', 'saing', 'bentuk', 'gambar', 'patung', 'hukumanya', 'neraka']",meniiru otak manusia saing allah hadis saing bentuk gambar patung hukumanya neraka,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@omoroigaming2692,Semoga dihargai oleh pemerintah ya. Karena kebanyakan hal-hal begini ga dipedulikan dan akhirnya mengabdi buat negara lain. Padahal Indonesia sangat membutuhkan orang-orang seperti ini agar lebih maju lagi terutama di sektor pendidikan,0,2 tahun yang lalu,235,semoga dihargai oleh pemerintah ya. karena kebanyakan hal-hal begini ga dipedulikan dan akhirnya mengabdi buat negara lain. padahal indonesia sangat membutuhkan orang-orang seperti ini agar lebih maju lagi terutama di sektor pendidikan,semoga dihargai oleh pemerintah ya karena kebanyakan halhal begini ga dipedulikan dan akhirnya mengabdi buat negara lain padahal indonesia sangat membutuhkan orangorang seperti ini agar lebih maju lagi terutama di sektor pendidikan,semoga dihargai oleh pemerintah ya karena kebanyakan halhal begini ga dipedulikan dan akhirnya mengabdi buat negara lain padahal indonesia sangat membutuhkan orangorang seperti ini agar lebih maju lagi terutama di sektor pendidikan,"['semoga', 'dihargai', 'oleh', 'pemerintah', 'ya', 'karena', 'kebanyakan', 'halhal', 'begini', 'ga', 'dipedulikan', 'dan', 'akhirnya', 'mengabdi', 'buat', 'negara', 'lain', 'padahal', 'indonesia', 'sangat', 'membutuhkan', 'orangorang', 'seperti', 'ini', 'agar', 'lebih', 'maju', 'lagi', 'terutama', 'di', 'sektor', 'pendidikan']","['semoga', 'dihargai', 'pemerintah', 'kebanyakan', 'halhal', 'dipedulikan', 'mengabdi', 'negara', 'indonesia', 'membutuhkan', 'orangorang', 'maju', 'sektor', 'pendidikan']","['moga', 'harga', 'perintah', 'banyak', 'halhal', 'peduli', 'abdi', 'negara', 'indonesia', 'butuh', 'orangorang', 'maju', 'sektor', 'didik']",moga harga perintah banyak halhal peduli abdi negara indonesia butuh orangorang maju sektor didik,2
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@rickpro339,Bos helmi tolong jaga dan bilang sm anak ini jgn mau dimanfaatin mnjd buzzer rezim  ini,1,2 tahun yang lalu,87,bos helmi tolong jaga dan bilang sm anak ini jgn mau dimanfaatin mnjd buzzer rezim  ini,bos helmi tolong jaga dan bilang sm anak ini jgn mau dimanfaatin mnjd buzzer rezim ini,bos helmi tolong jaga dan bilang sama anak ini jgn mau dimanfaatin mnjd buzzer rezim ini,"['bos', 'helmi', 'tolong', 'jaga', 'dan', 'bilang', 'sama', 'anak', 'ini', 'jgn', 'mau', 'dimanfaatin', 'mnjd', 'buzzer', 'rezim', 'ini']","['helmi', 'tolong', 'jaga', 'bilang', 'anak', 'jgn', 'dimanfaatin', 'mnjd', 'buzzer', 'rezim']","['helm', 'tolong', 'jaga', 'bilang', 'anak', 'jgn', 'dimanfaatin', 'mnjd', 'buzzer', 'rezim']",helm tolong jaga bilang anak jgn dimanfaatin mnjd buzzer rezim,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@farchanakbarulpramana4pa519,Semoga lancar berkah dan membawa kebaikan dunia akhirat ut ai nya.aamiin...,0,2 tahun yang lalu,75,semoga lancar berkah dan membawa kebaikan dunia akhirat ut ai nya.aamiin...,semoga lancar berkah dan membawa kebaikan dunia akhirat ut ai nyamiin,semoga lancar berkah dan membawa kebaikan dunia akhirat ut ai nyamiin,"['semoga', 'lancar', 'berkah', 'dan', 'membawa', 'kebaikan', 'dunia', 'akhirat', 'ut', 'ai', 'nyamiin']","['semoga', 'lancar', 'berkah', 'membawa', 'kebaikan', 'dunia', 'akhirat', 'ut', 'ai', 'nyamiin']","['moga', 'lancar', 'berkah', 'bawa', 'baik', 'dunia', 'akhirat', 'ut', 'ai', 'nyamiin']",moga lancar berkah bawa baik dunia akhirat ut ai nyamiin,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@rikkrikmubarikahmad1337,"Selamat Davyn, Jason dan Wilson, semoga banyak memberikan manfaat bagi masyarakat Indonesia semua level ❤",13,2 tahun yang lalu,105,"selamat davyn, jason dan wilson, semoga banyak memberikan manfaat bagi masyarakat indonesia semua level ❤",selamat davyn jason dan wilson semoga banyak memberikan manfaat bagi masyarakat indonesia semua level,selamat davyn jason dan wilson semoga banyak memberikan manfaat bagi masyarakat indonesia semua level,"['selamat', 'davyn', 'jason', 'dan', 'wilson', 'semoga', 'banyak', 'memberikan', 'manfaat', 'bagi', 'masyarakat', 'indonesia', 'semua', 'level']","['selamat', 'jason', 'wilson', 'semoga', 'manfaat', 'masyarakat', 'indonesia', 'level']","['selamat', 'jason', 'wilson', 'moga', 'manfaat', 'masyarakat', 'indonesia', 'level']",selamat jason wilson moga manfaat masyarakat indonesia level,2
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@davyn7,Terima kasih sudah diundang Pak Helmy dan tim podcastnya 🙏🏽🙏🏽,726,2 tahun yang lalu,61,terima kasih sudah diundang pak helmy dan tim podcastnya 🙏🏽🙏🏽,terima kasih sudah diundang pak helmy dan tim podcastnya,terima kasih sudah diundang pak helmy dan tim podcastnya,"['terima', 'kasih', 'sudah', 'diundang', 'pak', 'helmy', 'dan', 'tim', 'podcastnya']","['terima', 'kasih', 'diundang', 'tim', 'podcastnya']","['terima', 'kasih', 'undang', 'tim', 'podcastnya']",terima kasih undang tim podcastnya,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@BanggaPamungkas,"sepertinya sofanya kurang nyaman itu om, kakinya ketekuk gitu. mending ganti yg agak tinggian",0,2 tahun yang lalu,93,"sepertinya sofanya kurang nyaman itu om, kakinya ketekuk gitu. mending ganti yg agak tinggian",sepertinya sofanya kurang nyaman itu om kakinya ketekuk gitu mending ganti yg agak tinggian,sepertinya sofanya kurang nyaman itu om kakinya ketekuk gitu mending ganti yg agak tinggian,"['sepertinya', 'sofanya', 'kurang', 'nyaman', 'itu', 'om', 'kakinya', 'ketekuk', 'gitu', 'mending', 'ganti', 'yg', 'agak', 'tinggian']","['sofanya', 'nyaman', 'om', 'kakinya', 'ketekuk', 'gitu', 'mending', 'ganti', 'tinggian']","['sofa', 'nyaman', 'om', 'kaki', 'tekuk', 'gitu', 'mending', 'ganti', 'tinggi']",sofa nyaman om kaki tekuk gitu mending ganti tinggi,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@RizkiMaulana-ff8me,Tq Mas Helmy..Banyak Value dari Podcast ini 🔥🔥🔥,0,2 tahun yang lalu,47,tq mas helmy..banyak value dari podcast ini 🔥🔥🔥,tq mas helmybanyak value dari podcast ini,tq mas helmybanyak value dari podcast ini,"['tq', 'mas', 'helmybanyak', 'value', 'dari', 'podcast', 'ini']","['tq', 'helmybanyak', 'value', 'podcast']","['tq', 'helmybanyak', 'value', 'podcast']",tq helmybanyak value podcast,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@ahmaddanni6152,"The core are data and statistics,  why there's no young man keen to replace facebook instagram and all social media in our country. With our own products. Our own server, we take back our own Database.",0,2 tahun yang lalu,201,"the core are data and statistics,  why there's no young man keen to replace facebook instagram and all social media in our country. with our own products. our own server, we take back our own database.",the core are data and statistics why theres no young man keen to replace facebook instagram and all social media in our country with our own products our own server we take back our own database,the core are data and statistics why theres no young man keen to replace facebook instagram and all social media in our country with our own products our own server we take back our own database,"['the', 'core', 'are', 'data', 'and', 'statistics', 'why', 'theres', 'no', 'young', 'man', 'keen', 'to', 'replace', 'facebook', 'instagram', 'and', 'all', 'social', 'media', 'in', 'our', 'country', 'with', 'our', 'own', 'products', 'our', 'own', 'server', 'we', 'take', 'back', 'our', 'own', 'database']","['the', 'core', 'are', 'data', 'and', 'statistics', 'why', 'theres', 'no', 'young', 'man', 'keen', 'to', 'replace', 'facebook', 'instagram', 'and', 'all', 'social', 'media', 'in', 'our', 'country', 'with', 'our', 'own', 'products', 'our', 'own', 'server', 'we', 'take', 'back', 'our', 'own', 'database']","['the', 'core', 'are', 'data', 'and', 'statistics', 'why', 'theres', 'no', 'young', 'man', 'keen', 'to', 'replace', 'facebook', 'instagram', 'and', 'all', 'social', 'media', 'in', 'our', 'country', 'with', 'our', 'own', 'products', 'our', 'own', 'server', 'we', 'take', 'back', 'our', 'own', 'database']",the core are data and statistics why theres no young man keen to replace facebook instagram and all social media in our country with our own products our own server we take back our own database,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@mreza2364,AI itu pedang bermata dua.. liat aja kalau ga ada regulasinya.. makin kacau,1,2 tahun yang lalu,75,ai itu pedang bermata dua.. liat aja kalau ga ada regulasinya.. makin kacau,ai itu pedang bermata dua liat aja kalau ga ada regulasinya makin kacau,ai itu pedang bermata dua liat aja kalau ga ada regulasinya makin kacau,"['ai', 'itu', 'pedang', 'bermata', 'dua', 'liat', 'aja', 'kalau', 'ga', 'ada', 'regulasinya', 'makin', 'kacau']","['ai', 'pedang', 'bermata', 'liat', 'regulasinya', 'kacau']","['ai', 'pedang', 'mata', 'liat', 'regulasi', 'kacau']",ai pedang mata liat regulasi kacau,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@nyongemon,​ @mreza2364 gak mampu bersaing ya bang sehingga menakuti orang dengan mengatakan hal negatif,0,2 tahun yang lalu (diedit),93,​ @mreza2364 gak mampu bersaing ya bang sehingga menakuti orang dengan mengatakan hal negatif,gak mampu bersaing ya bang sehingga menakuti orang dengan mengatakan hal negatif,gak mampu bersaing ya bang sehingga menakuti orang dengan mengatakan hal negatif,"['gak', 'mampu', 'bersaing', 'ya', 'bang', 'sehingga', 'menakuti', 'orang', 'dengan', 'mengatakan', 'hal', 'negatif']","['bersaing', 'menakuti', 'orang', 'negatif']","['saing', 'takut', 'orang', 'negatif']",saing takut orang negatif,1
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@maisloloda8848,Anak muda Indonesia hanya butuh pengetahuan dari ZOMAD,1,2 tahun yang lalu,54,anak muda indonesia hanya butuh pengetahuan dari zomad,anak muda indonesia hanya butuh pengetahuan dari zomad,anak muda indonesia hanya butuh pengetahuan dari zomad,"['anak', 'muda', 'indonesia', 'hanya', 'butuh', 'pengetahuan', 'dari', 'zomad']","['anak', 'muda', 'indonesia', 'butuh', 'pengetahuan', 'zomad']","['anak', 'muda', 'indonesia', 'butuh', 'tahu', 'zomad']",anak muda indonesia butuh tahu zomad,2
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@sekaizulka,still learning. seperti apa yang di utarakan banyak orang. AI itu masih muda jadi perlu belajar. saya yakin 10 tahun nanti sudah sangat powerfull,0,2 tahun yang lalu,145,still learning. seperti apa yang di utarakan banyak orang. ai itu masih muda jadi perlu belajar. saya yakin 10 tahun nanti sudah sangat powerfull,still learning seperti apa yang di utarakan banyak orang ai itu masih muda jadi perlu belajar saya yakin tahun nanti sudah sangat powerfull,still learning seperti apa yang di utarakan banyak orang ai itu masih muda jadi perlu belajar saya yakin tahun nanti sudah sangat powerfull,"['still', 'learning', 'seperti', 'apa', 'yang', 'di', 'utarakan', 'banyak', 'orang', 'ai', 'itu', 'masih', 'muda', 'jadi', 'perlu', 'belajar', 'saya', 'yakin', 'tahun', 'nanti', 'sudah', 'sangat', 'powerfull']","['still', 'learning', 'utarakan', 'orang', 'ai', 'muda', 'belajar', 'powerfull']","['still', 'learning', 'utara', 'orang', 'ai', 'muda', 'ajar', 'powerfull']",still learning utara orang ai muda ajar powerfull,2
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@glossycarwash7490,Lanjutkan ❤,4,2 tahun yang lalu,11,lanjutkan ❤,lanjutkan,lanjutkan,['lanjutkan'],['lanjutkan'],['lanjut'],lanjut,0
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@blkagam,Inspiratif,4,2 tahun yang lalu,10,inspiratif,inspiratif,inspiratif,['inspiratif'],['inspiratif'],['inspiratif'],inspiratif,0
10,https://www.youtube.com/watch?v=RYwFpsaeHDQ,@wadidulhadi2349,Davin Purbalingga nyimak😂,2,2 tahun yang lalu,25,davin purbalingga nyimak😂,davin purbalingga nyimak,davin purbalingga nyimak,"['davin', 'purbalingga', 'nyimak']","['davin', 'purbalingga', 'nyimak']","['davin', 'purbalingga', 'nyimak']",davin purbalingga nyimak,0
